 train         node      observed        predicted
     y           20    0.435671E+001    0.417521E+001
     y          431    0.391202E+001    0.436827E+001
     y          220    0.400733E+001    0.434182E+001
     y          231    0.439445E+001    0.469770E+001
     y          231    0.583773E+001    0.547428E+001
     y          231    0.445435E+001    0.479700E+001
     y          450    0.464439E+001    0.465686E+001
     y          131    0.457471E+001    0.482770E+001
     y          217    0.501064E+001    0.468255E+001
     y          436    0.449981E+001    0.449981E+001
     y          231    0.460517E+001    0.469559E+001
     y          261    0.368888E+001    0.384400E+001
     y          240    0.518739E+001    0.502529E+001
     y           61    0.530330E+001    0.547817E+001
     y          220    0.509987E+001    0.451286E+001
     y           61    0.529330E+001    0.509759E+001
     y          230    0.529832E+001    0.463764E+001
     y          260    0.363759E+001    0.380291E+001
     y          437    0.499721E+001    0.463004E+001
     y          223    0.459512E+001    0.453901E+001
     y          437    0.477068E+001    0.435296E+001
     y           61    0.501064E+001    0.502682E+001
     y          117    0.510595E+001    0.572998E+001
     y          230    0.458497E+001    0.460894E+001
     y           21    0.397029E+001    0.448673E+001
     y          229    0.456435E+001    0.472634E+001
     y          220    0.333220E+001    0.340881E+001
     y          229    0.402535E+001    0.399303E+001
     y           51    0.380666E+001    0.380913E+001
     y          231    0.510595E+001    0.484011E+001
     y          132    0.460517E+001    0.479857E+001
     y          229    0.433073E+001    0.459859E+001
     y          241    0.460517E+001    0.493463E+001
     y          261    0.352636E+001    0.406973E+001
     y          451    0.485203E+001    0.491103E+001
     y          450    0.426268E+001    0.450648E+001
     y          113    0.472739E+001    0.509345E+001
     y           61    0.469135E+001    0.477164E+001
     y          132    0.454329E+001    0.488599E+001
     y           50    0.321888E+001    0.318472E+001
     y          229    0.496284E+001    0.474498E+001
     y          261    0.465396E+001    0.449627E+001
     y          448    0.491265E+001    0.456760E+001
     y          219    0.373767E+001    0.362618E+001
     y          217    0.465396E+001    0.446551E+001
     y          113    0.467283E+001    0.512623E+001
     y          431    0.366356E+001    0.359961E+001
     y          131    0.487520E+001    0.482770E+001
     y          131    0.464439E+001    0.480190E+001
     y          448    0.443082E+001    0.486600E+001
     y           52    0.395124E+001    0.408132E+001
     y          230    0.421951E+001    0.457351E+001
     y           51    0.397029E+001    0.382296E+001
     y           24    0.467283E+001    0.439732E+001
     y          113    0.579301E+001    0.542190E+001
     y          230    0.460517E+001    0.463941E+001
     y          241    0.556068E+001    0.538937E+001
     y          117    0.594280E+001    0.556835E+001
     y          240    0.426268E+001    0.474289E+001
     y           61    0.607764E+001    0.551979E+001
     y           52    0.397029E+001    0.404881E+001
     y          431    0.429046E+001    0.399922E+001
     y           31    0.738585E+001    0.681542E+001
     y          231    0.537528E+001    0.526102E+001
     y          113    0.500395E+001    0.516927E+001
     y          223    0.465396E+001    0.455265E+001
     y          240    0.409434E+001    0.471738E+001
     y          113    0.535186E+001    0.499931E+001
     y          133    0.525227E+001    0.515018E+001
     y          230    0.474493E+001    0.456911E+001
     y          132    0.470048E+001    0.547572E+001
     y          229    0.448864E+001    0.465523E+001
     y          223    0.424850E+001    0.454154E+001
     y          133    0.543808E+001    0.521134E+001
     y          431    0.492725E+001    0.445879E+001
     y          132    0.529832E+001    0.557646E+001
     y          116    0.520401E+001    0.541236E+001
     y          230    0.512990E+001    0.465990E+001
     y          240    0.511799E+001    0.486930E+001
     y          133    0.395124E+001    0.509553E+001
     y          240    0.553733E+001    0.502956E+001
     y          231    0.469135E+001    0.487377E+001
     y          113    0.516479E+001    0.570610E+001
     y          220    0.501064E+001    0.394850E+001
     y          220    0.460517E+001    0.451011E+001
     y          113    0.526786E+001    0.527670E+001
     y          260    0.391202E+001    0.481987E+001
     y          231    0.518178E+001    0.523126E+001
     y          231    0.329584E+001    0.436691E+001
     y          113    0.663988E+001    0.577302E+001
     y          220    0.409434E+001    0.448787E+001
     y           21    0.548480E+001    0.487193E+001
     y          230    0.429046E+001    0.448968E+001
     y           59    0.615486E+001    0.641351E+001
     y          132    0.447734E+001    0.532086E+001
     y          261    0.463473E+001    0.473474E+001
     y          117    0.616331E+001    0.598741E+001
     y          132    0.355535E+001    0.502387E+001
     y          131    0.421951E+001    0.482770E+001
     y          450    0.430407E+001    0.430401E+001
     y          437    0.440672E+001    0.460730E+001
     y           36    0.387120E+001    0.401030E+001
     y          113    0.455388E+001    0.476450E+001
     y           52    0.409434E+001    0.439362E+001
     y           52    0.511799E+001    0.465307E+001
     y          131    0.504986E+001    0.482770E+001
     y          231    0.537528E+001    0.533642E+001
     y          231    0.449981E+001    0.484074E+001
     y          241    0.435671E+001    0.469144E+001
     y          448    0.633683E+001    0.562226E+001
     y           59    0.562762E+001    0.600548E+001
     y          431    0.486753E+001    0.469339E+001
     y          449    0.460517E+001    0.480769E+001
     y          448    0.561677E+001    0.532188E+001
     y          221    0.513580E+001    0.457109E+001
     y          113    0.493447E+001    0.518122E+001
     y          231    0.501728E+001    0.523081E+001
     y          437    0.487520E+001    0.482630E+001
     y          230    0.461512E+001    0.458905E+001
     y           31    0.655678E+001    0.675620E+001
     y          223    0.417439E+001    0.462182E+001
     y          117    0.681454E+001    0.676820E+001
     y          132    0.536598E+001    0.600670E+001
     y          113    0.541610E+001    0.525817E+001
     y          217    0.463473E+001    0.457065E+001
     y           51    0.440672E+001    0.388457E+001
     y          223    0.441884E+001    0.438004E+001
     y          113    0.516479E+001    0.474732E+001
     y          448    0.313549E+001    0.313549E+001
     y          113    0.417439E+001    0.506148E+001
     y          260    0.449981E+001    0.437827E+001
     y          223    0.424850E+001    0.413979E+001
     y          221    0.340120E+001    0.359311E+001
     y          133    0.485981E+001    0.515018E+001
     y          437    0.484419E+001    0.465578E+001
     y           64    0.385015E+001    0.435129E+001
     y           59    0.646614E+001    0.616815E+001
     y           23    0.494876E+001    0.561318E+001
     y          230    0.488280E+001    0.440726E+001
     y           31    0.548064E+001    0.617246E+001
     y          113    0.528827E+001    0.535942E+001
     y          260    0.358352E+001    0.361351E+001
     y          113    0.469135E+001    0.476278E+001
     y          221    0.313549E+001    0.369891E+001
     y           61    0.464439E+001    0.522901E+001
     y          217    0.529330E+001    0.439015E+001
     y          260    0.507517E+001    0.473986E+001
     y          220    0.430407E+001    0.452615E+001
     y          133    0.542053E+001    0.515018E+001
     y          261    0.592426E+001    0.449627E+001
     y          231    0.555683E+001    0.540060E+001
     y           21    0.473620E+001    0.492939E+001
     y           50    0.329584E+001    0.346149E+001
     y           19    0.556834E+001    0.530575E+001
     y           67    0.610702E+001    0.683151E+001
     y           61    0.490527E+001    0.524090E+001
     y          450    0.594017E+001    0.570571E+001
     y           37    0.355535E+001    0.355535E+001
     y          131    0.526786E+001    0.482770E+001
     y          241    0.573334E+001    0.518594E+001
     y          449    0.552146E+001    0.450723E+001
     y          220    0.481218E+001    0.473200E+001
     y          131    0.497673E+001    0.482770E+001
     y           31    0.704141E+001    0.670745E+001
     y          240    0.503695E+001    0.511412E+001
     y          229    0.391202E+001    0.406644E+001
     y          431    0.541610E+001    0.445528E+001
     y          231    0.459512E+001    0.482944E+001
     y          117    0.545532E+001    0.569940E+001
