host_response_rate host_acceptance_rate host_is_superhost accommodates beds price minimum_nights maximum_nights has_availability number_of_reviews review_scores_rating instant_bookable reviews_per_month bathrooms
0.75 1.0 t 6 3.0 6.802394763324311 1 365 t 39 5.0 t 0.72 2.5
1.0 1.0 f 8 4.0 5.521460917862246 32 365 t 3 5.0 f 0.67 2.0
1.0 1.0 t 6 3.0 5.1298987149230735 2 365 t 15 4.87 t 1.59 2.0
1.0 0.96 t 5 3.0 5.365976015021851 3 25 t 75 4.99 f 1.45 1.0
1.0 1.0 f 8 6.0 5.648974238161206 1 1125 t 101 4.61 f 1.5 1.0
1.0 0.95 f 4 2.0 5.135798437050262 2 200 t 15 4.73 f 2.0 1.0
1.0 1.0 f 2 1.0 4.762173934797756 1 1125 t 297 4.92 t 3.33 1.0
1.0 0.98 f 16 8.0 6.0014148779611505 2 365 t 0 NA t NA 4.0
NA 1.0 t 4 2.0 4.8283137373023015 2 4 t 103 4.98 f 1.83 1.0
1.0 0.9 t 2 1.0 3.9318256327243257 1 1125 t 47 4.92 f 1.93 1.0
0.99 1.0 t 6 3.0 4.77912349311153 2 28 t 0 NA t NA 3.0
0.96 0.98 t 4 2.0 4.07753744390572 2 365 t 50 4.82 t 2.66 1.0
1.0 1.0 t 10 7.0 6.620073206530356 2 31 t 25 5.0 f 0.38 3.5
1.0 1.0 f 2 1.0 3.6888794541139363 32 182 t 1 5.0 f 0.11 1.0
1.0 0.97 f 2 1.0 4.3694478524670215 32 1125 t 0 NA f NA 1.0
1.0 1.0 f 6 2.0 5.41610040220442 32 999 t 11 4.91 t 2.41 2.0
1.0 0.97 f 2 1.0 5.68697535633982 32 365 t 0 NA t NA 1.0
1.0 0.49 t 3 1.0 5.62040086571715 32 1125 t 0 NA f NA 1.0
1.0 0.83 t 4 2.0 5.0106352940962555 1 1125 t 4 5.0 t 0.16 1.0
0.99 0.99 t 4 1.0 5.003946305945459 2 365 t 35 4.97 t 3.15 1.0
1.0 0.97 f 4 2.0 5.4510384535657 32 1125 t 0 NA f NA 2.0
1.0 1.0 t 2 1.0 4.442651256490317 32 1125 t 97 4.68 f 2.0 1.0
1.0 0.87 f 1 2.0 3.6635616461296463 32 365 t 1 5.0 f 0.07 1.0
1.0 0.96 t 12 5.0 5.945420608606575 3 1125 t 61 4.84 f 1.55 4.0
1.0 1.0 t 2 2.0 3.4657359027997265 30 190 t 12 5.0 f 0.31 2.5
1.0 1.0 t 5 2.0 4.859812404361672 3 60 t 28 4.79 f 1.73 1.0
1.0 0.96 f 3 1.0 5.0106352940962555 2 365 t 29 4.97 f 3.18 1.0
NA 1.0 f 7 3.0 5.988961416889864 3 30 t 58 4.98 t 0.67 2.5
1.0 1.0 t 14 7.0 5.886104031450156 2 1125 t 318 4.93 f 3.23 3.0
1.0 1.0 f 6 2.0 4.330733340286331 2 1125 t 60 4.72 t 2.49 1.0
1.0 0.99 f 3 2.0 3.912023005428146 1 365 t 100 4.74 t 3.29 1.0
1.0 1.0 f 1 1.0 4.30406509320417 1 365 t 1 5.0 t 0.42 NA
1.0 0.97 f 2 1.0 4.727387818712341 32 1125 t 0 NA f NA 1.0
0.96 0.99 f 4 3.0 4.248495242049359 10 365 t 27 4.63 t 1.54 1.0
1.0 1.0 f 8 4.0 4.804021044733257 2 1125 t 186 4.73 t 2.83 1.0
1.0 1.0 f 2 1.0 4.189654742026425 1 365 t 2 4.5 t 0.27 1.0
1.0 0.76 t 2 1.0 5.429345628954441 1 60 t 23 4.78 f 0.93 2.0
1.0 0.95 t 3 2.0 4.31748811353631 7 365 t 2 5.0 f 0.51 1.0
1.0 0.74 t 16 7.0 6.335054251498059 1 45 t 48 4.92 f 1.58 4.0
0.99 0.99 t 5 2.0 5.552959584921617 2 365 t 15 4.93 t 1.2 2.0
1.0 1.0 t 4 2.0 4.9344739331306915 2 90 t 4 5.0 t 3.0 2.0
1.0 0.68 t 1 1.0 4.382026634673881 32 1125 t 7 5.0 f 0.2 1.0
0.95 0.99 f 3 1.0 3.044522437723423 2 30 t 36 4.44 t 1.74 1.5
NA 0.0 f 2 1.0 6.1092475827643655 5 8 t 3 5.0 f 0.05 1.0
1.0 1.0 t 6 4.0 5.749392985908253 2 365 t 6 5.0 t 0.42 1.0
0.5 1.0 f 2 2.0 4.787491742782046 120 1125 t 1 5.0 t 0.02 2.0
1.0 1.0 f 2 1.0 3.4011973816621555 2 21 t 36 4.53 t 3.39 1.0
1.0 0.98 f 8 4.0 6.008813185442595 2 365 t 0 NA t NA 4.0
1.0 1.0 f 6 3.0 4.61512051684126 32 1125 t 50 4.72 t 1.35 1.0
1.0 1.0 f 4 3.0 5.030437921392435 3 1125 t 55 4.98 t 0.69 1.0
1.0 1.0 t 5 4.0 5.517452896464707 2 1125 t 25 4.96 f 0.54 2.5
0.87 0.82 t 4 2.0 4.454347296253507 2 1125 t 90 4.9 f 4.75 1.0
1.0 1.0 t 5 3.0 4.969813299576001 2 1125 t 291 4.87 f 3.71 1.0
1.0 1.0 t 2 1.0 4.418840607796598 1 180 t 89 4.93 f 2.8 1.0
1.0 0.49 t 3 1.0 4.77912349311153 32 1125 t 0 NA f NA 1.0
1.0 1.0 f 6 3.0 5.1298987149230735 3 1125 t 4 5.0 f 1.13 1.0
NA NA f 1 1.0 4.5217885770490405 32 1125 f 2 1.5 f 0.04 1.0
1.0 0.97 f 4 2.0 5.247024072160486 32 1125 t 0 NA f NA 2.0
0.91 0.86 t 4 1.0 4.59511985013459 32 370 t 11 4.91 f 0.24 1.0
1.0 0.49 t 2 1.0 4.6913478822291435 32 1125 t 0 NA f NA 1.0
1.0 1.0 t 5 2.0 4.700480365792417 1 30 t 44 4.89 t 1.05 1.0
1.0 1.0 f 6 4.0 5.298317366548036 1 365 t 18 4.89 t 0.96 1.0
1.0 1.0 t 6 3.0 5.14166355650266 2 365 t 53 4.87 t 2.69 2.0
1.0 1.0 t 5 3.0 5.318119993844216 5 28 t 77 4.95 f 4.29 2.0
1.0 0.85 t 4 2.0 3.912023005428146 1 90 t 24 4.67 f 1.66 1.0
1.0 0.98 f 2 1.0 4.007333185232471 2 180 t 60 4.5 f 3.25 1.0
1.0 1.0 f 2 1.0 3.6888794541139363 3 60 t 4 4.5 f 0.52 1.5
1.0 1.0 t 2 1.0 4.174387269895637 32 1125 t 28 4.86 t 0.83 2.0
1.0 0.97 f 2 1.0 4.564348191467836 32 1125 t 0 NA f NA 1.0
1.0 1.0 t 7 3.0 4.762173934797756 32 365 t 1 5.0 t 0.24 1.0
NA NA f 4 3.0 5.393627546352362 3 90 t 94 4.9 f 1.21 1.0
NA 0.33 f 2 1.0 4.248495242049359 14 1125 t 12 4.92 f 0.22 2.0
1.0 0.99 t 7 5.0 5.594711379601839 3 1125 t 151 4.86 f 2.07 3.0
1.0 0.97 t 2 1.0 4.605170185988092 32 365 t 4 5.0 f 0.03 1.0
1.0 0.99 t 2 1.0 5.181783550292085 32 365 t 24 4.83 t 0.38 NA
1.0 0.91 f 1 1.0 3.1780538303479458 3 365 t 23 3.96 f 0.44 3.0
0.88 1.0 t 6 3.0 5.521460917862246 28 1125 t 11 5.0 f 0.9 1.5
1.0 1.0 f 8 4.0 5.560681631015528 5 365 t 0 NA t NA 3.0
1.0 1.0 t 9 4.0 5.4116460518550396 2 365 t 85 4.84 t 1.49 2.0
0.95 0.99 f 6 3.0 4.663439094112067 2 1125 t 1 5.0 t 0.38 1.0
1.0 0.95 t 10 5.0 5.796057750765372 3 365 t 53 4.98 f 2.82 3.0
1.0 0.97 f 2 1.0 4.48863636973214 32 1125 t 1 5.0 f 0.09 1.0
1.0 0.88 t 2 1.0 3.970291913552122 2 365 t 8 4.78 f 2.61 1.0
0.86 0.7 f 4 3.0 4.74493212836325 2 59 t 0 NA f NA 2.0
1.0 0.67 f 3 1.0 4.382026634673881 32 365 t 0 NA f NA 1.0
1.0 0.97 f 4 2.0 5.313205979041787 32 1125 t 0 NA f NA 1.0
0.99 0.97 f 8 4.0 4.77912349311153 1 1125 t 20 4.85 f 3.68 2.0
1.0 0.91 f 4 2.0 4.983606621708336 32 365 t 0 NA t NA 1.0
1.0 1.0 f 2 1.0 3.6375861597263857 1 999 t 7 4.0 t 1.83 1.0
NA NA f 6 3.0 5.429345628954441 2 1125 t 107 4.81 t 3.44 2.0
0.91 0.86 t 4 2.0 3.7612001156935624 32 370 t 12 4.75 f 0.26 1.0
1.0 0.99 f 6 2.0 5.41610040220442 32 999 t 11 4.55 t 3.2 2.0
1.0 0.97 f 3 2.0 5.062595033026967 32 1125 t 0 NA f NA 1.0
1.0 0.99 t 2 1.0 4.574710978503383 2 365 t 71 4.8 f 3.62 1.0
0.9 1.0 f 4 2.0 4.624972813284271 2 1125 t 9 4.78 t 1.29 1.0
1.0 0.75 f 2 1.0 5.14166355650266 1 28 t 6 4.5 t 0.14 1.0
0.99 1.0 t 4 1.0 4.6443908991413725 2 30 t 36 4.97 t 7.5 1.0
1.0 0.97 f 2 1.0 4.795790545596741 32 1125 t 0 NA f NA 1.0
0.9 1.0 f 5 2.0 5.111987788356544 1 365 t 10 4.91 t 2.07 1.0
NA 1.0 f 5 2.0 4.9344739331306915 2 1125 t 14 4.0 f 0.69 2.0
0.0 0.17 f 1 1.0 3.5553480614894135 32 1125 t 6 4.17 f 0.05 1.0
1.0 0.97 f 2 1.0 5.062595033026967 32 1125 t 0 NA f NA 1.0
NA NA f 7 3.0 4.762173934797756 10 30 t 30 4.57 t 0.47 1.0
1.0 1.0 t 8 5.0 5.517452896464707 1 365 t 157 4.95 t 3.13 2.5
1.0 1.0 t 3 1.0 4.955827057601261 2 90 t 241 4.93 f 2.71 1.0
0.8 0.0 f 4 1.0 4.31748811353631 30 365 t 0 NA f NA 1.0
1.0 0.99 NA 4 1.0 3.1354942159291497 2 25 t 209 4.39 t 3.22 2.0
1.0 0.99 t 2 1.0 3.58351893845611 1 365 t 67 4.91 f 3.96 1.0
1.0 1.0 f 4 2.0 4.382026634673881 1 28 t 18 4.89 f 5.4 1.0
1.0 1.0 t 2 1.0 4.948759890378168 3 18 t 84 4.76 f 1.56 1.0
1.0 1.0 f 3 2.0 4.795790545596741 2 30 t 3 5.0 f 1.45 1.0
1.0 0.99 f 2 1.0 3.784189633918261 1 27 t 37 4.57 f 1.38 3.0
1.0 0.75 t 4 2.0 4.59511985013459 32 1125 t 159 4.87 f 1.25 1.0
1.0 0.82 f 2 1.0 4.31748811353631 2 28 t 2 4.0 f 0.14 1.0
1.0 0.83 f 4 1.0 4.382026634673881 32 365 t 4 4.5 t 0.16 1.0
1.0 0.85 t 6 3.0 3.912023005428146 2 90 t 43 4.79 f 2.49 2.0
1.0 0.98 t 2 1.0 4.882801922586371 3 90 t 203 4.94 f 3.21 1.0
1.0 1.0 t 3 2.0 4.882801922586371 2 30 t 35 4.97 f 3.82 1.0
1.0 0.89 t 2 1.0 4.605170185988092 32 1125 t 14 5.0 f 0.34 1.0
1.0 1.0 f 4 2.0 4.290459441148391 2 100 t 39 4.54 t 2.96 1.0
1.0 1.0 f 2 1.0 4.912654885736052 32 1125 t 185 4.98 t 3.32 1.0
1.0 0.98 f 2 1.0 4.0943445622221 2 35 t 197 4.77 f 2.0 1.0
1.0 1.0 t 2 1.0 4.127134385045092 32 1125 t 95 4.91 f 1.3 1.0
1.0 0.91 t 2 1.0 3.9512437185814275 2 90 t 64 4.8 f 3.83 1.0
1.0 1.0 t 1 1.0 4.382026634673881 33 1125 t 0 NA t NA 1.0
NA NA f 2 1.0 4.48863636973214 32 90 t 124 4.98 f 1.56 2.0
1.0 0.28 f 2 1.0 4.700480365792417 32 1125 t 5 4.6 f 0.1 1.0
NA NA f 7 3.0 5.123963979403259 3 1125 t 222 4.86 f 2.91 2.0
1.0 0.87 t 4 2.0 3.9512437185814275 1 90 t 48 4.73 f 3.51 1.0
1.0 0.33 f 4 2.0 4.875197323201151 2 365 t 1 5.0 f 1.0 1.0
1.0 0.88 t 2 1.0 4.007333185232471 1 90 t 57 4.84 f 3.58 1.0
1.0 0.72 f 2 2.0 2.9444389791664403 32 1125 t 12 4.25 f 0.25 1.0
0.9 0.99 f 2 1.0 4.23410650459726 2 1125 t 186 4.42 f 2.69 2.0
1.0 0.75 f 2 1.0 3.9512437185814275 32 365 t 2 5.0 f 0.16 3.0
NA NA f 2 2.0 4.890349128221754 2 60 t 148 4.95 f 1.5 1.0
1.0 0.99 f 4 2.0 4.060443010546419 1 365 t 20 4.75 t 4.84 1.0
1.0 0.99 t 2 1.0 4.290459441148391 1 1125 t 186 4.9 f 1.84 1.0
1.0 1.0 f 2 1.0 3.4657359027997265 1 365 t 1 5.0 t 1.0 2.0
1.0 1.0 f 1 1.0 3.295836866004329 2 60 t 93 4.57 t 3.25 2.0
1.0 0.97 f 2 1.0 5.043425116919247 32 1125 t 0 NA f NA 1.0
0.96 0.95 f 1 1.0 3.5553480614894135 32 1125 t 28 4.61 f 0.5 1.0
0.83 1.0 t 4 2.0 4.499809670330265 2 30 t 186 4.95 t 2.75 1.0
NA 0.0 f 2 1.0 5.204006687076795 32 365 t 16 4.31 f 0.74 1.0
1.0 0.97 f 2 1.0 4.812184355372417 32 1125 t 1 5.0 f 0.12 1.0
1.0 1.0 t 6 3.0 5.666426688112432 32 1125 t 7 4.86 f 0.12 2.0
0.99 0.97 t 5 3.0 4.418840607796598 1 1000 t 34 4.97 f 6.54 1.0
1.0 1.0 f 3 1.0 5.1647859739235145 32 1124 t 1 5.0 t 0.21 1.0
1.0 0.99 t 2 1.0 4.499809670330265 2 1125 t 306 4.96 t 3.52 1.0
0.9 0.99 f 1 1.0 3.2188758248682006 1 14 t 32 4.34 t 0.6 1.0
1.0 0.8 f 3 2.0 4.882801922586371 32 365 t 0 NA f NA 1.0
NA 1.0 f 8 5.0 5.10594547390058 7 1125 t 1 2.0 t 0.15 1.0
1.0 0.92 f 2 1.0 5.14166355650266 1 365 t 0 NA t NA 1.0
0.88 0.8 f 2 1.0 4.02535169073515 32 730 t 0 NA f NA 1.0
0.99 0.99 f 4 3.0 4.07753744390572 1 1125 t 152 4.79 t 5.01 1.0
1.0 1.0 f 4 3.0 4.68213122712422 1 29 t 19 4.63 f 2.6 1.0
1.0 1.0 f 2 2.0 4.007333185232471 2 14 t 38 4.89 f 0.6 1.0
NA 0.0 f 4 2.0 5.214935757608986 1 14 t 27 4.81 f 0.53 1.0
1.0 1.0 f 4 2.0 4.624972813284271 2 29 t 195 4.89 f 2.81 1.0
1.0 0.89 t 2 1.0 4.007333185232471 1 365 t 3 4.33 f 2.09 1.0
1.0 1.0 t 8 5.0 5.298317366548036 1 1125 t 18 4.89 f 2.6 2.0
1.0 0.93 f 2 1.0 4.442651256490317 3 15 t 22 4.5 f 0.4 1.0
1.0 0.99 t 4 2.0 5.10594547390058 28 28 t 283 4.97 f 4.47 1.0
0.95 0.99 f 6 3.0 5.75890177387728 2 1125 t 0 NA t NA 2.5
NA NA f 5 3.0 5.68697535633982 32 1125 t 4 3.25 f 0.12 2.0
1.0 1.0 t 2 1.0 4.3694478524670215 2 1125 t 190 4.95 t 1.85 1.0
0.99 0.99 t 7 3.0 5.981414211254481 2 365 t 26 4.88 t 2.02 2.0
0.88 0.96 t 1 1.0 4.174387269895637 1 1125 t 36 4.75 f 0.52 1.0
1.0 1.0 f 4 2.0 5.209486152841421 2 60 t 66 4.94 f 3.59 2.0
1.0 1.0 f 1 1.0 3.5263605246161616 1 999 t 3 3.25 t 0.82 2.0
1.0 1.0 t 4 3.0 4.59511985013459 2 1125 t 250 4.95 f 3.04 1.0
1.0 1.0 f 1 1.0 3.58351893845611 28 365 t 8 4.63 t 0.31 1.0
1.0 0.98 f 4 2.0 4.418840607796598 2 365 t 11 4.91 f 1.96 1.0
1.0 0.93 f 2 1.0 4.442651256490317 3 15 t 15 4.53 f 0.31 1.0
1.0 0.91 t 2 1.0 4.07753744390572 1 90 t 68 4.86 f 4.11 1.0
1.0 0.97 f 2 1.0 5.318119993844216 32 1125 t 1 5.0 f 0.05 1.0
1.0 0.88 t 2 1.0 5.298317366548036 32 365 t 1 5.0 f 0.37 1.0
0.6 0.8 f 6 3.0 5.332718793265369 2 1125 t 11 4.92 f 2.43 1.0
1.0 1.0 f 2 1.0 4.174387269895637 4 365 t 10 4.7 t 1.67 1.5
1.0 1.0 f 2 1.0 4.700480365792417 2 1125 t 55 4.86 f 0.98 1.0
1.0 0.58 f 4 2.0 5.187385805840755 2 60 t 5 5.0 f 0.76 1.0
1.0 1.0 t 7 4.0 5.049856007249537 2 365 t 101 4.85 t 1.58 1.0
1.0 0.99 f 2 1.0 3.4011973816621555 1 365 t 0 NA t NA 2.0
0.8 0.0 f 2 1.0 4.3694478524670215 32 90 t 0 NA f NA 1.0
1.0 0.99 t 12 4.0 6.133398042996649 2 1125 t 132 4.98 f 1.44 2.0
1.0 0.95 t 12 6.0 5.616771097666572 3 365 t 50 4.98 f 2.86 3.0
1.0 0.99 t 8 4.0 5.236441962829949 2 999 t 25 5.0 f 4.21 2.0
1.0 0.88 t 6 3.0 4.007333185232471 1 90 t 80 4.84 f 4.6 2.0
NA 0.5 f 4 4.0 5.19295685089021 32 365 t 0 NA f NA 2.0
1.0 1.0 f 6 3.0 4.927253685157205 32 64 t 2 5.0 f 1.22 2.0
1.0 0.95 t 8 4.0 5.298317366548036 1 1125 t 10 5.0 f 1.92 1.0
1.0 0.97 f 2 1.0 4.6443908991413725 32 1125 t 0 NA f NA 1.0
1.0 0.95 f 2 1.0 3.044522437723423 2 1125 t 14 4.57 f 1.94 1.0
1.0 0.6 f 4 2.0 4.955827057601261 32 365 t 2 5.0 f 0.38 2.0
1.0 1.0 f 7 3.0 4.394449154672439 1 365 t 3 4.33 t 3.0 1.0
1.0 0.83 f 6 4.0 5.10594547390058 2 1125 t 13 4.54 f 0.7 1.0
1.0 1.0 f 11 NA 5.54907608489522 1 365 t 0 NA t NA 3.0
1.0 1.0 t 8 6.0 5.978885764901122 2 1125 t 32 5.0 f 2.47 3.0
0.91 0.86 t 3 1.0 4.219507705176107 32 370 t 10 4.9 f 0.21 1.0
1.0 1.0 t 1 1.0 3.6635616461296463 20 1125 t 26 4.92 f 0.29 1.0
1.0 1.0 t 5 2.0 4.897839799950911 1 29 t 86 4.66 f 2.3 1.0
1.0 0.97 f 2 1.0 5.262690188904886 32 1125 t 0 NA f NA 1.0
1.0 0.87 f 6 3.0 5.298317366548036 32 1125 t 10 4.9 f 0.69 2.5
NA NA f 4 1.0 4.672828834461906 32 32 t 1 5.0 f 0.03 1.0
1.0 0.95 f 2 2.0 4.23410650459726 32 365 t 0 NA t NA 1.0
1.0 1.0 f 5 3.0 5.003946305945459 2 28 t 0 NA t NA 1.0
1.0 1.0 t 6 3.0 5.1298987149230735 1 365 t 8 4.75 t 2.26 2.0
1.0 0.93 f 2 1.0 4.442651256490317 3 15 t 9 4.89 f 0.31 1.0
NA NA f 1 1.0 4.110873864173311 32 45 t 0 NA f NA 1.0
1.0 0.97 t 7 3.0 5.236441962829949 3 365 t 70 4.69 f 3.61 2.0
1.0 0.91 f 4 1.0 5.003946305945459 2 28 t 43 4.66 t 1.96 1.0
0.9 0.99 f 1 1.0 3.1354942159291497 1 14 t 40 4.73 t 0.47 1.0
0.97 0.98 f 8 3.0 5.811140992976701 3 999 t 18 5.0 t 1.74 2.0
1.0 0.98 f 2 1.0 4.007333185232471 2 180 t 181 4.56 f 3.35 1.0
NA NA f 4 2.0 5.634789603169249 180 365 f 0 NA f NA 2.0
1.0 0.99 f 5 2.0 4.30406509320417 2 365 t 19 4.58 f 0.94 1.0
1.0 1.0 f 8 3.0 4.927253685157205 2 1125 t 177 4.62 f 2.65 1.0
1.0 0.68 t 1 1.0 4.605170185988092 32 1125 t 1 5.0 f 0.03 1.0
NA 0.67 f 1 1.0 4.31748811353631 32 90 t 0 NA t NA 1.0
1.0 1.0 t 2 1.0 4.07753744390572 1 180 t 9 4.4 t 1.74 1.0
0.95 0.99 f 4 3.0 4.672828834461906 32 1125 t 2 5.0 t 0.22 1.0
1.0 0.99 f 16 8.0 5.765191102784844 1 1125 t 1 5.0 t 0.81 4.0
0.8 0.5 f 4 2.0 4.912654885736052 32 365 t 0 NA f NA 1.0
1.0 0.96 t 3 2.0 4.653960350157523 2 28 t 35 4.97 f 3.8 1.0
NA 1.0 t 6 3.0 4.836281906951478 32 180 t 363 4.87 t 3.22 1.0
1.0 0.9 t 4 2.0 4.74493212836325 28 1124 t 41 4.95 f 0.56 1.0
1.0 0.91 t 2 1.0 3.9889840465642745 1 365 t 31 4.97 f 5.2 1.0
0.7 0.46 f 1 1.0 3.5553480614894135 60 365 t 10 5.0 f 0.1 1.0
1.0 1.0 t 6 3.0 5.1298987149230735 2 365 t 14 4.86 t 2.12 2.0
1.0 0.97 f 2 1.0 4.77912349311153 32 1125 t 0 NA f NA 1.0
0.57 0.55 t 4 2.0 5.0689042022202315 32 365 t 0 NA f NA 1.0
1.0 1.0 f 10 6.0 4.762173934797756 2 1125 t 5 5.0 f 3.57 2.5
1.0 1.0 t 9 6.0 4.9344739331306915 2 365 t 47 4.85 t 3.52 2.0
1.0 1.0 t 4 2.0 4.3694478524670215 1 365 t 98 4.97 t 3.38 1.0
1.0 0.67 f 6 NA 4.442651256490317 40 1125 t 6 4.83 f 0.12 2.0
1.0 0.97 f 2 1.0 4.962844630259907 32 1125 t 0 NA f NA 1.0
1.0 1.0 f 5 3.0 5.298317366548036 1 365 t 1 5.0 t 0.28 1.0
NA 1.0 f 1 1.0 3.332204510175204 365 730 t 0 NA t NA 1.0
1.0 0.87 t 2 1.0 3.9889840465642745 1 90 t 52 4.9 f 4.03 1.0
1.0 0.5 f 4 2.0 4.31748811353631 32 365 t 0 NA f NA 1.0
1.0 0.98 t 2 1.0 3.871201010907891 2 28 t 21 4.95 f 2.37 1.0
1.0 0.97 t 2 1.0 3.4657359027997265 2 29 t 98 4.82 f 4.37 1.0
1.0 0.89 t 2 1.0 4.605170185988092 2 8 t 88 4.97 f 1.43 1.0
1.0 0.97 f 2 1.0 5.303304908059076 32 1125 t 0 NA f NA 1.0
1.0 0.78 f 4 2.0 4.6913478822291435 1 10 t 14 5.0 f 1.3 1.0
NA 1.0 t 2 1.0 4.804021044733257 2 8 t 60 5.0 f 1.29 1.0
1.0 0.93 t 6 2.0 4.948759890378168 3 1125 t 86 4.87 t 2.34 2.0
1.0 0.97 f 2 1.0 4.852030263919617 32 1125 t 4 5.0 f 0.09 1.0
0.86 NA f 2 1.0 4.605170185988092 32 365 t 0 NA t NA 1.0
1.0 0.97 t 5 3.0 4.8283137373023015 2 365 t 85 4.85 f 3.8 2.0
1.0 1.0 f 2 1.0 5.337538079701318 32 365 t 0 NA t NA 1.0
1.0 0.77 t 4 2.0 3.7376696182833684 32 1125 t 6 4.83 f 0.26 1.0
NA NA f 2 NA 3.8501476017100584 70 110 f 1 5.0 f 0.04 1.0
1.0 0.5 f 3 2.0 3.871201010907891 30 180 t 4 3.25 f 0.05 1.0
NA 0.0 f 4 3.0 5.393627546352362 90 1124 t 0 NA f NA 1.0
1.0 0.99 f 3 1.0 4.418840607796598 1 28 t 82 4.8 t 3.7 1.0
1.0 0.97 f 2 1.0 5.19295685089021 32 1125 t 1 5.0 f 0.06 1.0
0.99 0.97 t 5 3.0 4.574710978503383 1 1000 t 45 5.0 f 5.79 1.0
1.0 0.96 f 4 2.0 4.394449154672439 32 365 t 226 4.72 t 2.43 1.0
1.0 0.99 t 2 1.0 5.093750200806762 32 365 t 12 4.92 t 0.44 NA
0.94 0.91 f 2 1.0 3.091042453358316 32 365 t 0 NA f NA 1.0
1.0 0.94 t 2 1.0 4.0943445622221 14 180 t 51 4.9 f 0.87 1.0
1.0 0.0 f 2 2.0 5.393627546352362 32 1120 t 2 5.0 f 0.12 2.0
0.9 0.82 t 1 1.0 4.248495242049359 2 180 t 91 4.92 f 0.73 1.0
1.0 1.0 t 8 5.0 5.365976015021851 3 1125 t 77 4.83 f 2.61 3.5
0.99 0.96 t 12 6.0 5.814130531825066 2 1125 t 44 4.6 f 0.86 4.0
1.0 0.97 f 5 3.0 5.700443573390687 2 30 t 114 4.88 f 1.29 1.0
1.0 1.0 f 4 1.0 4.2626798770413155 1 500 t 35 4.57 t 0.91 1.0
1.0 0.98 f 6 3.0 4.477336814478207 2 180 t 16 4.0 t 3.69 1.0
1.0 1.0 t 8 3.0 5.375278407684165 2 365 t 9 5.0 t 1.61 2.0
1.0 1.0 t 2 1.0 4.219507705176107 1 1125 t 444 4.89 f 4.31 1.0
0.75 0.0 f 2 1.0 3.6375861597263857 32 1125 t 0 NA f NA 1.5
1.0 1.0 f 6 3.0 4.51085950651685 3 365 t 5 4.4 t 0.53 1.0
1.0 1.0 t 12 6.0 5.7899601708972535 1 365 t 0 NA f NA 3.0
1.0 0.99 t 13 5.0 6.214608098422191 1 1125 t 9 4.89 f 0.35 2.0
1.0 1.0 f 6 3.0 5.6937321388027 2 365 t 5 5.0 f 1.42 1.5
1.0 0.89 t 4 2.0 3.970291913552122 1 90 t 75 4.88 f 6.03 1.0
1.0 0.91 f 2 1.0 5.049856007249537 32 365 t 0 NA t NA 1.0
1.0 1.0 f 9 5.0 5.517452896464707 1 365 t 5 4.8 t 1.1 2.0
1.0 0.9 t 4 2.0 3.912023005428146 1 60 t 34 4.62 f 2.72 1.0
1.0 0.95 t 1 1.0 4.30406509320417 2 14 t 4 5.0 f 0.61 1.5
1.0 0.98 t 4 3.0 4.04305126783455 14 1125 t 56 4.45 t 0.98 1.0
1.0 0.97 f 2 1.0 4.564348191467836 32 1125 t 0 NA f NA 1.0
0.99 0.99 f 2 1.0 4.709530201312334 2 1125 t 69 4.3 f 9.37 1.0
1.0 1.0 t 3 2.0 4.77912349311153 2 100 t 280 4.91 f 4.47 1.0
1.0 1.0 f 2 1.0 5.0238805208462765 1 365 t 19 5.0 t 0.65 1.0
1.0 1.0 t 2 1.0 4.189654742026425 1 180 t 12 4.67 t 2.05 1.0
0.97 0.98 f 8 3.0 5.645446897643238 2 999 t 23 4.65 t 1.33 3.0
1.0 0.91 t 3 1.0 4.709530201312334 2 120 t 11 5.0 f 2.6 1.0
1.0 0.96 t 6 2.0 5.41610040220442 2 14 t 21 4.86 f 1.43 1.0
1.0 0.98 f 10 3.0 5.4680601411351315 2 1125 t 30 4.68 f 1.91 2.0
0.95 0.99 f 7 4.0 5.0238805208462765 2 1125 t 0 NA t NA 1.0
1.0 1.0 f 6 2.0 5.68697535633982 32 180 t 30 4.83 t 0.33 2.0
1.0 0.98 f 2 1.0 3.258096538021482 32 365 t 2 4.0 f 0.31 1.0
NA 0.33 f 4 2.0 4.787491742782046 32 150 t 2 5.0 f 0.08 1.0
1.0 1.0 f 4 2.0 5.521460917862246 1 1125 t 4 4.6 t 1.13 1.0
1.0 1.0 t 2 1.0 4.143134726391533 2 365 t 43 4.98 t 3.55 1.0
1.0 0.97 f 2 1.0 4.727387818712341 32 1125 t 3 4.33 f 0.08 1.0
1.0 0.77 t 2 1.0 4.07753744390572 32 1125 t 2 5.0 f 0.16 1.0
1.0 0.97 t 16 15.0 7.003065458786462 2 365 t 8 5.0 f 0.49 9.5
1.0 0.98 t 6 4.0 5.476463551931511 2 1125 t 71 5.0 f 1.86 1.0
1.0 0.97 f 2 1.0 4.955827057601261 32 1125 t 0 NA f NA 1.0
1.0 1.0 f 2 1.0 3.4011973816621555 1 365 t 0 NA t NA 1.0
NA 0.0 f 4 2.0 5.298317366548036 35 90 t 2 5.0 f 0.03 2.0
1.0 0.97 t 6 3.0 4.605170185988092 1 1125 t 319 4.9 f 4.17 1.0
1.0 1.0 f 2 1.0 4.31748811353631 32 1125 t 1 3.0 f 0.57 1.0
